trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
276,True,"{'a': 0.0, 'e': 0.0}",20,16,6.611764688231288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,True,"{'a': 0.0, 'e': 0.0}",25,11,25.72837917324751,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,True,"{'a': 0.0, 'e': 0.0}",20,14,10.675237374386793,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,True,"{'a': 0.0, 'e': 0.0}",25,14,20.412060038388148,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,True,"{'a': 0.0, 'e': 0.0}",20,13,13.623252515246858,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,True,"{'a': 0.0, 'e': 0.0}",25,11,21.954672061429203,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,True,"{'a': 0.0, 'e': 0.0}",30,21,14.698705192706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,True,"{'a': 0.0, 'e': 0.0}",20,11,17.926660604411158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,True,"{'a': 0.0, 'e': 0.0}",20,14,13.286634843134948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,True,"{'a': 0.0, 'e': 0.0}",20,10,19.46377613056229,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,True,"{'a': 0.0, 'e': 0.0}",30,16,25.559550200213433,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,True,"{'a': 0.0, 'e': 0.0}",30,20,20.554395284345585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,True,"{'a': 0.0, 'e': 0.0}",20,6,27.03409530737278,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,True,"{'a': 0.0, 'e': 0.0}",25,17,13.285427513432104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,True,"{'a': 0.0, 'e': 0.0}",20,10,18.839092948538422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,True,"{'a': 0.0, 'e': 0.0}",20,12,14.707629513676956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,True,"{'a': 0.0, 'e': 0.0}",20,14,11.996014242887616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,True,"{'a': 0.0, 'e': 0.0}",25,13,21.088365012869655,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0.0, 'e': 0.0}",30,12,36.00089116194405,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,True,"{'a': 0.0, 'e': 0.0}",25,20,10.28538443913258,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,True,"{'a': 0.0, 'e': 0.0}",20,14,10.233401182917767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,True,"{'a': 0.0, 'e': 0.0}",25,14,22.745642278552925,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,True,"{'a': 0.0, 'e': 0.0}",20,11,19.316952665263194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,True,"{'a': 0.0, 'e': 0.0}",20,13,14.4881740557153,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,True,"{'a': 0.0, 'e': 0.0}",35,26,17.690223840924475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,True,"{'a': 0.0, 'e': 0.0}",20,2,30.67609454449645,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,True,"{'a': 0.0, 'e': 0.0}",20,3,26.64158500366062,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,True,"{'a': 0.0, 'e': 0.0}",35,18,29.949546880077996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,True,"{'a': 0.0, 'e': 0.0}",30,12,35.96786719739951,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,True,"{'a': 0.0, 'e': 0.0}",25,15,19.899216220024346,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,True,"{'a': 0.0, 'e': 0.0}",35,13,38.54069335074813,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,True,"{'a': 0.0, 'e': 0.0}",20,5,22.19853894010733,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,True,"{'a': 0.0, 'e': 0.0}",20,11,18.546825302266306,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,True,"{'a': 0.0, 'e': 0.0}",20,13,12.12419014920512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,True,"{'a': 0.0, 'e': 0.0}",25,13,19.525496928719626,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,True,"{'a': 0.0, 'e': 0.0}",20,14,9.755456594810106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,True,"{'a': 0.0, 'e': 0.0}",20,14,10.622267223752624,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,True,"{'a': 0.0, 'e': 0.0}",25,20,8.58040867384467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,True,"{'a': 0.0, 'e': 0.0}",25,15,17.494035538347916,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,True,"{'a': 0.0, 'e': 0.0}",25,14,19.72453907962334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,True,"{'a': 0.0, 'e': 0.0}",25,13,21.249750419731882,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,True,"{'a': 0.0, 'e': 0.0}",25,11,24.910530018607126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,True,"{'a': 0.0, 'e': 0.0}",30,16,28.496140256148102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,True,"{'a': 0.0, 'e': 0.0}",20,8,21.435743630123664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,True,"{'a': 0.0, 'e': 0.0}",30,13,30.045128207027762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,True,"{'a': 0.0, 'e': 0.0}",25,7,32.59501914364523,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,True,"{'a': 0.0, 'e': 0.0}",35,25,20.274152816901427,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,True,"{'a': 0.0, 'e': 0.0}",20,12,15.475871302964183,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,True,"{'a': 0.0, 'e': 0.0}",30,21,14.82447021688833,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,True,"{'a': 0.0, 'e': 0.0}",20,10,17.063208524347868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,True,"{'a': 0.0, 'e': 0.0}",30,16,28.849199138657585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,True,"{'a': 0.0, 'e': 0.0}",20,12,20.195697690723353,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,True,"{'a': 0.0, 'e': 0.0}",20,14,14.907614773662363,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,True,"{'a': 0.0, 'e': 0.0}",25,12,27.069915191332047,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,True,"{'a': 0.0, 'e': 0.0}",35,27,15.695848502898961,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,True,"{'a': 0.0, 'e': 0.0}",20,10,19.531543003497728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,True,"{'a': 0.0, 'e': 0.0}",35,10,41.221331647910986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,True,"{'a': 0.0, 'e': 0.0}",30,20,18.488891472314997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,True,"{'a': 0.0, 'e': 0.0}",20,13,14.453340534079175,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,True,"{'a': 0.0, 'e': 0.0}",25,18,15.791258408891107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,True,"{'a': 0.0, 'e': 0.0}",20,8,25.494558827196535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,True,"{'a': 0.0, 'e': 0.0}",20,2,33.16624562543835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,True,"{'a': 0.0, 'e': 0.0}",25,16,15.39430283869735,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,True,"{'a': 0.0, 'e': 0.0}",20,8,24.753863435023277,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,True,"{'a': 0.0, 'e': 0.0}",25,11,23.24186451727068,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,True,"{'a': 0.0, 'e': 0.0}",20,5,25.561889295666493,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,True,"{'a': 0.0, 'e': 0.0}",20,13,15.455410579625102,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,True,"{'a': 0.0, 'e': 0.0}",25,19,10.619029474845316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,True,"{'a': 0.0, 'e': 0.0}",25,16,19.641307864172244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,True,"{'a': 0.0, 'e': 0.0}",25,12,25.134648388993682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,True,"{'a': 0.0, 'e': 0.0}",20,3,30.05799132930002,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,True,"{'a': 0.0, 'e': 0.0}",20,14,9.59795994954876,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,True,"{'a': 0.0, 'e': 0.0}",25,11,27.064555123571857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,True,"{'a': 0.0, 'e': 0.0}",20,14,8.340815209872186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,True,"{'a': 0.0, 'e': 0.0}",25,7,30.45749543520042,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,True,"{'a': 0.0, 'e': 0.0}",35,15,39.33341134280436,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,True,"{'a': 0.0, 'e': 0.0}",30,12,29.129532144073227,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,True,"{'a': 0.0, 'e': 0.0}",20,14,10.587517938943193,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,True,"{'a': 0.0, 'e': 0.0}",30,16,23.92334722284811,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,True,"{'a': 0.0, 'e': 0.0}",25,13,24.78793921670843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,True,"{'a': 0.0, 'e': 0.0}",25,13,25.686472256817577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,True,"{'a': 0.0, 'e': 0.0}",20,2,32.2657478263922,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,True,"{'a': 0.0, 'e': 0.0}",30,17,24.575245685044088,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,True,"{'a': 0.0, 'e': 0.0}",30,16,28.276217536452595,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,True,"{'a': 0.0, 'e': 0.0}",25,11,30.81773220523136,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,True,"{'a': 0.0, 'e': 0.0}",20,13,13.341911267251799,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,True,"{'a': 0.0, 'e': 0.0}",20,9,19.90386779365955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,True,"{'a': 0.0, 'e': 0.0}",35,21,23.811768557292627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,True,"{'a': 0.0, 'e': 0.0}",20,11,16.756410109027073,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,True,"{'a': 0.0, 'e': 0.0}",30,16,29.1151338828628,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,True,"{'a': 0.0, 'e': 0.0}",25,13,19.532077025619458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,True,"{'a': 0.0, 'e': 0.0}",20,11,17.115424358387358,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,True,"{'a': 0.0, 'e': 0.0}",25,16,17.001923924867132,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,True,"{'a': 0.0, 'e': 0.0}",20,9,18.4937615415569,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,True,"{'a': 0.0, 'e': 0.0}",30,13,30.46646645711937,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,True,"{'a': 0.0, 'e': 0.0}",20,8,21.01001461492486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,True,"{'a': 0.0, 'e': 0.0}",25,11,25.326106918184262,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,True,"{'a': 0.0, 'e': 0.0}",25,14,22.702580164045145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,True,"{'a': 0.0, 'e': 0.0}",20,11,16.363434544644043,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,True,"{'a': 0.0, 'e': 0.0}",30,12,30.36403923024663,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,True,"{'a': 0.0, 'e': 0.0}",30,13,28.49852466910295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,True,"{'a': 0.0, 'e': 0.0}",30,22,17.464288633410767,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,True,"{'a': 0.0, 'e': 0.0}",25,10,31.17691481461868,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,True,"{'a': 0.0, 'e': 0.0}",20,16,8.539547247554683,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,True,"{'a': 0.0, 'e': 0.0}",25,19,12.565213512042902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,True,"{'a': 0.0, 'e': 0.0}",20,11,13.138388003423945,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,True,"{'a': 0.0, 'e': 0.0}",25,13,23.42519767800828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,True,"{'a': 0.0, 'e': 0.0}",35,23,22.578385561850986,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,True,"{'a': 0.0, 'e': 0.0}",25,15,19.202437597239538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,True,"{'a': 0.0, 'e': 0.0}",25,11,24.179044322824254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,True,"{'a': 0.0, 'e': 0.0}",20,8,23.435280979398083,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,True,"{'a': 0.0, 'e': 0.0}",25,13,23.27184531289494,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,True,"{'a': 0.0, 'e': 0.0}",25,18,15.649002577025552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,True,"{'a': 0.0, 'e': 0.0}",20,5,22.646806861119913,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,True,"{'a': 0.0, 'e': 0.0}",20,6,24.003434202845067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,True,"{'a': 0.0, 'e': 0.0}",35,21,25.359851352938787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,True,"{'a': 0.0, 'e': 0.0}",20,13,12.179193788930322,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,True,"{'a': 0.0, 'e': 0.0}",20,8,19.85141827266017,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,True,"{'a': 0.0, 'e': 0.0}",20,12,12.83577064090691,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,True,"{'a': 0.0, 'e': 0.0}",20,9,22.01995184598023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,True,"{'a': 0.0, 'e': 0.0}",25,15,15.862738740540724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,True,"{'a': 0.0, 'e': 0.0}",20,15,10.095180421530413,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,True,"{'a': 0.0, 'e': 0.0}",20,12,12.080633518978779,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,True,"{'a': 0.0, 'e': 0.0}",25,17,17.790727914236022,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,True,"{'a': 0.0, 'e': 0.0}",25,13,21.94413485511542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,True,"{'a': 0.0, 'e': 0.0}",20,10,18.10665113722261,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,True,"{'a': 0.0, 'e': 0.0}",20,16,8.05687071029097,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,True,"{'a': 0.0, 'e': 0.0}",20,11,15.22429686449423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,True,"{'a': 0.0, 'e': 0.0}",25,11,27.314211168130115,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,True,"{'a': 0.0, 'e': 0.0}",20,13,11.523271031556103,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,True,"{'a': 0.0, 'e': 0.0}",20,5,30.460322283335316,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,True,"{'a': 0.0, 'e': 0.0}",25,12,21.179312902616946,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,True,"{'a': 0.0, 'e': 0.0}",25,17,13.78247479771819,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,True,"{'a': 0.0, 'e': 0.0}",30,18,24.724171650446756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,True,"{'a': 0.0, 'e': 0.0}",25,7,31.848380816315014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,True,"{'a': 0.0, 'e': 0.0}",20,14,10.277701673066632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,True,"{'a': 0.0, 'e': 0.0}",20,12,16.059021007212447,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,True,"{'a': 0.0, 'e': 0.0}",20,12,13.510025698091644,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,True,"{'a': 0.0, 'e': 0.0}",25,11,21.1468291710555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,True,"{'a': 0.0, 'e': 0.0}",25,15,18.68350251460461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,True,"{'a': 0.0, 'e': 0.0}",25,18,15.54455756799945,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,True,"{'a': 0.0, 'e': 0.0}",25,17,18.594378945522905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,True,"{'a': 0.0, 'e': 0.0}",20,14,13.786682487225583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,True,"{'a': 0.0, 'e': 0.0}",25,18,12.73300975858687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,True,"{'a': 0.0, 'e': 0.0}",25,10,34.75897406012563,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,True,"{'a': 0.0, 'e': 0.0}",30,17,26.404003335716798,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,True,"{'a': 0.0, 'e': 0.0}",25,17,13.785252006104985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,True,"{'a': 0.0, 'e': 0.0}",25,15,19.056432405062875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,True,"{'a': 0.0, 'e': 0.0}",20,15,7.728207776150378,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,True,"{'a': 0.0, 'e': 0.0}",20,11,15.217091793262554,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,True,"{'a': 0.0, 'e': 0.0}",30,22,14.786559157289783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,True,"{'a': 0.0, 'e': 0.0}",20,5,24.930223060827544,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,True,"{'a': 0.0, 'e': 0.0}",20,8,25.683043158439453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,True,"{'a': 0.0, 'e': 0.0}",25,11,22.866106418770336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,True,"{'a': 0.0, 'e': 0.0}",20,13,16.472209259503124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,True,"{'a': 0.0, 'e': 0.0}",25,4,38.46448310600545,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,True,"{'a': 0.0, 'e': 0.0}",30,14,30.280075702504472,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,True,"{'a': 0.0, 'e': 0.0}",25,17,13.707771631688892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,True,"{'a': 0.0, 'e': 0.0}",20,10,20.010919543782183,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,True,"{'a': 0.0, 'e': 0.0}",30,18,23.86929939598347,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,True,"{'a': 0.0, 'e': 0.0}",35,23,25.087812337277363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,True,"{'a': 0.0, 'e': 0.0}",20,9,20.321994107074005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,True,"{'a': 0.0, 'e': 0.0}",25,15,21.842286938339267,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,True,"{'a': 0.0, 'e': 0.0}",25,7,32.064758290041596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,True,"{'a': 0.0, 'e': 0.0}",20,6,27.20357528787443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,True,"{'a': 0.0, 'e': 0.0}",20,10,19.611717701780137,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,True,"{'a': 0.0, 'e': 0.0}",25,7,30.299370151524375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,True,"{'a': 0.0, 'e': 0.0}",20,9,19.68301031115263,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,True,"{'a': 0.0, 'e': 0.0}",25,13,19.828313091038456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,True,"{'a': 0.0, 'e': 0.0}",20,13,11.860058887154528,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,True,"{'a': 0.0, 'e': 0.0}",25,16,15.449141798687041,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,True,"{'a': 0.0, 'e': 0.0}",20,8,21.13929304436714,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,True,"{'a': 0.0, 'e': 0.0}",30,11,33.33696525625516,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,True,"{'a': 0.0, 'e': 0.0}",30,19,22.88263340438424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,True,"{'a': 0.0, 'e': 0.0}",25,8,29.070058969837888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,True,"{'a': 0.0, 'e': 0.0}",20,11,17.55544279035334,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,True,"{'a': 0.0, 'e': 0.0}",20,8,21.379570393334188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,True,"{'a': 0.0, 'e': 0.0}",20,6,26.885133742021846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,True,"{'a': 0.0, 'e': 0.0}",25,19,11.039070445663976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,True,"{'a': 0.0, 'e': 0.0}",20,10,19.046948977700165,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,True,"{'a': 0.0, 'e': 0.0}",20,7,20.1569384173509,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,True,"{'a': 0.0, 'e': 0.0}",30,13,27.381438033819357,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,True,"{'a': 0.0, 'e': 0.0}",25,19,13.288906619533229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,True,"{'a': 0.0, 'e': 0.0}",25,11,26.358295368805862,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,True,"{'a': 0.0, 'e': 0.0}",20,8,23.092078175154004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,True,"{'a': 0.0, 'e': 0.0}",25,13,22.398952228983312,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,True,"{'a': 0.0, 'e': 0.0}",20,13,13.313640942980719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,True,"{'a': 0.0, 'e': 0.0}",20,10,21.021529939969096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,True,"{'a': 0.0, 'e': 0.0}",30,13,29.842982898954734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,True,"{'a': 0.0, 'e': 0.0}",20,16,7.403216258561967,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,True,"{'a': 0.0, 'e': 0.0}",25,17,19.055252427284067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,True,"{'a': 0.0, 'e': 0.0}",20,16,8.651166938585794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,True,"{'a': 0.0, 'e': 0.0}",25,12,22.460078130187433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,True,"{'a': 0.0, 'e': 0.0}",25,13,23.869877755828348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,True,"{'a': 0.0, 'e': 0.0}",25,18,12.462596967877632,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,True,"{'a': 0.0, 'e': 0.0}",20,13,16.87395439579424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,True,"{'a': 0.0, 'e': 0.0}",20,15,9.164969242618234,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,True,"{'a': 0.0, 'e': 0.0}",20,13,14.17244207393595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,True,"{'a': 0.0, 'e': 0.0}",20,12,15.136001359520288,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
