trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.99, 'e': 1.0}",30,0,-117.23003849128338,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
2,False,"{'a': 0.99, 'e': 0.99}",25,0,-139.77222420053474,"{0: 12, 1: 1, 2: 9, 3: 3, 4: 0}",0
3,False,"{'a': 0.99, 'e': 0.9801}",35,13,-165.5935909538122,"{0: 12, 1: 0, 2: 6, 3: 2, 4: 2}",1
4,False,"{'a': 0.99, 'e': 0.970299}",20,12,-13.34012705951919,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
5,False,"{'a': 0.99, 'e': 0.96059601}",30,12,-107.83331012060046,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
6,False,"{'a': 0.99, 'e': 0.9509900498999999}",20,0,-70.22365643232357,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
7,False,"{'a': 0.99, 'e': 0.941480149401}",20,0,-5.64410214794559,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
8,False,"{'a': 0.99, 'e': 0.9320653479069899}",30,0,-109.07421448183364,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
9,False,"{'a': 0.99, 'e': 0.9227446944279201}",25,0,-58.45237588395115,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
10,False,"{'a': 0.99, 'e': 0.9135172474836408}",20,0,-29.653488380826957,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
11,False,"{'a': 0.99, 'e': 0.9043820750088044}",30,12,-93.10463370117293,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
12,False,"{'a': 0.99, 'e': 0.8953382542587164}",20,0,-66.81353384903237,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.99, 'e': 0.8863848717161292}",25,0,-69.89612659823595,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
14,False,"{'a': 0.99, 'e': 0.8775210229989678}",30,0,-295.5277948546545,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 5}",0
15,False,"{'a': 0.99, 'e': 0.8687458127689782}",25,0,-84.25293053820515,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.99, 'e': 0.8600583546412884}",30,13,7.345287673819513,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
17,False,"{'a': 0.99, 'e': 0.8514577710948755}",30,0,-164.88174650791822,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
18,False,"{'a': 0.99, 'e': 0.8429431933839268}",20,0,-142.5249172531532,"{0: 11, 1: 5, 2: 1, 3: 0, 4: 3}",0
19,False,"{'a': 0.99, 'e': 0.8345137614500875}",25,0,-143.57199754677796,"{0: 11, 1: 2, 2: 11, 3: 0, 4: 1}",0
20,False,"{'a': 0.99, 'e': 0.8261686238355866}",20,0,-93.07058446357561,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
21,False,"{'a': 0.99, 'e': 0.8179069375972308}",25,8,-8.315480917951707,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
22,False,"{'a': 0.99, 'e': 0.8097278682212584}",25,0,-114.37277275152262,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
23,False,"{'a': 0.99, 'e': 0.8016305895390459}",20,0,-68.14132203516037,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
24,False,"{'a': 0.99, 'e': 0.7936142836436554}",20,0,-48.016912993594865,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
25,False,"{'a': 0.99, 'e': 0.7856781408072188}",30,0,-173.27039311794513,"{0: 21, 1: 2, 2: 3, 3: 0, 4: 4}",0
26,False,"{'a': 0.99, 'e': 0.7778213593991467}",20,0,-38.12752407490634,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
27,False,"{'a': 0.99, 'e': 0.7700431458051551}",20,0,-95.52070707992351,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
28,False,"{'a': 0.99, 'e': 0.7623427143471035}",35,4,-97.26978572913004,"{0: 21, 1: 6, 2: 2, 3: 0, 4: 2}",1
29,False,"{'a': 0.99, 'e': 0.7547192872036326}",30,0,-89.18749615522813,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
30,False,"{'a': 0.99, 'e': 0.7471720943315961}",35,0,-26.130076618368335,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
31,False,"{'a': 0.99, 'e': 0.7397003733882802}",25,8,-115.03350427131788,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
32,False,"{'a': 0.99, 'e': 0.7323033696543975}",25,0,-49.01913030079984,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
33,False,"{'a': 0.99, 'e': 0.7249803359578534}",25,0,-65.35588507674689,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
34,False,"{'a': 0.99, 'e': 0.7177305325982749}",20,15,11.794851125476033,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.99, 'e': 0.7105532272722921}",30,0,-98.36721678505711,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
36,False,"{'a': 0.99, 'e': 0.7034476949995692}",30,0,-152.68318840215997,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
37,False,"{'a': 0.99, 'e': 0.6964132180495735}",25,0,-89.60448667343049,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 2}",0
38,False,"{'a': 0.99, 'e': 0.6894490858690777}",20,0,-20.67023068861417,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
39,False,"{'a': 0.99, 'e': 0.682554595010387}",25,0,-122.35095437647269,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
40,False,"{'a': 0.99, 'e': 0.6757290490602831}",30,16,-24.3416428098792,"{0: 10, 1: 2, 2: 1, 3: 1, 4: 0}",1
41,False,"{'a': 0.99, 'e': 0.6689717585696803}",30,1,-63.254220175132446,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 1}",1
42,False,"{'a': 0.99, 'e': 0.6622820409839835}",20,0,-130.80698011335136,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
43,False,"{'a': 0.99, 'e': 0.6556592205741436}",25,10,-36.15430913977395,"{0: 8, 1: 4, 2: 3, 3: 0, 4: 0}",1
44,False,"{'a': 0.99, 'e': 0.6491026283684022}",20,0,-101.10614629448256,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.99, 'e': 0.6426116020847181}",35,0,-145.97466643265938,"{0: 24, 1: 5, 2: 3, 3: 0, 4: 3}",0
46,False,"{'a': 0.99, 'e': 0.6361854860638709}",20,2,13.685679510204485,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.99, 'e': 0.6298236312032323}",20,0,-42.39241835258562,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
48,False,"{'a': 0.99, 'e': 0.6235253948912}",25,5,-39.024566009040804,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",1
49,False,"{'a': 0.99, 'e': 0.617290140942288}",20,9,-46.896926413421006,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
50,False,"{'a': 0.99, 'e': 0.611117239532865}",20,0,-30.571673854315698,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
51,False,"{'a': 0.99, 'e': 0.6050060671375364}",25,0,-86.83362262666463,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
52,False,"{'a': 0.99, 'e': 0.598956006466161}",20,0,18.230855383044346,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
53,False,"{'a': 0.99, 'e': 0.5929664464014994}",20,6,2.0283451828031707,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
54,False,"{'a': 0.99, 'e': 0.5870367819374844}",35,18,-39.0621850464226,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
55,False,"{'a': 0.99, 'e': 0.5811664141181095}",20,0,-66.39681523890005,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
56,False,"{'a': 0.99, 'e': 0.5753547499769285}",25,0,-58.476410473489,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
57,False,"{'a': 0.99, 'e': 0.5696012024771592}",20,7,-42.26012718570364,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
58,False,"{'a': 0.99, 'e': 0.5639051904523875}",30,0,-143.36758788091325,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
59,False,"{'a': 0.99, 'e': 0.5582661385478637}",20,0,-26.27300014963851,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
60,False,"{'a': 0.99, 'e': 0.5526834771623851}",20,0,-112.40172587897928,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
61,False,"{'a': 0.99, 'e': 0.5471566423907612}",25,0,-19.30860706903048,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.99, 'e': 0.5416850759668536}",25,11,-4.4794725756003615,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
63,False,"{'a': 0.99, 'e': 0.536268225207185}",20,0,4.2624959518919905,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
64,False,"{'a': 0.99, 'e': 0.5309055429551132}",30,18,-65.11703521092117,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
65,False,"{'a': 0.99, 'e': 0.525596487525562}",20,0,-27.175017924407307,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
66,False,"{'a': 0.99, 'e': 0.5203405226503064}",25,0,-24.70616078895997,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
67,False,"{'a': 0.99, 'e': 0.5151371174238033}",25,0,-37.25651056893224,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
68,False,"{'a': 0.99, 'e': 0.5099857462495653}",25,17,-9.324420147856285,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.99, 'e': 0.5048858887870696}",20,0,-47.40534849447158,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
70,False,"{'a': 0.99, 'e': 0.4998370298991989}",25,2,-2.435863880425292,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
71,False,"{'a': 0.99, 'e': 0.49483865960020695}",20,11,16.441736938911305,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.99, 'e': 0.4898902730042049}",20,1,-126.58210681182965,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 2}",1
73,False,"{'a': 0.99, 'e': 0.48499137027416284}",25,0,-95.04606756912987,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
74,False,"{'a': 0.99, 'e': 0.4801414565714212}",25,11,7.433208098226148,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.99, 'e': 0.47534004200570695}",25,8,-21.047262266317787,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
76,False,"{'a': 0.99, 'e': 0.4705866415856499}",35,9,-23.9073516778338,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.99, 'e': 0.46588077516979337}",25,17,1.9108345387657117,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.99, 'e': 0.46122196741809546}",30,6,32.30583419599918,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.99, 'e': 0.4566097477439145}",20,10,-21.761735853370755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
80,False,"{'a': 0.99, 'e': 0.45204365026647536}",25,0,-83.06412372684127,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
81,False,"{'a': 0.99, 'e': 0.4475232137638106}",25,11,-23.683804542236658,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
82,False,"{'a': 0.99, 'e': 0.4430479816261725}",25,17,2.8978923878025533,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.99, 'e': 0.43861750180991077}",20,4,-4.403636007666885,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
84,False,"{'a': 0.99, 'e': 0.43423132679181164}",20,0,-89.46373011574184,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
85,False,"{'a': 0.99, 'e': 0.4298890135238935}",20,8,-57.11070320423357,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
86,False,"{'a': 0.99, 'e': 0.4255901233886546}",20,0,-49.244093585494106,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
87,False,"{'a': 0.99, 'e': 0.421334222154768}",25,10,9.740557982640857,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.99, 'e': 0.41712087993322033}",25,10,-102.25990632291308,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 2}",1
89,False,"{'a': 0.99, 'e': 0.41294967113388814}",20,0,-42.72005264452097,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
90,False,"{'a': 0.99, 'e': 0.40882017442254925}",20,6,23.747343015974476,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.99, 'e': 0.4047319726783238}",20,12,15.746508058706972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.99, 'e': 0.40068465295154054}",20,4,-60.49027373401839,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 2}",1
93,False,"{'a': 0.99, 'e': 0.3966778064220251}",25,17,-20.052889557826035,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
94,False,"{'a': 0.99, 'e': 0.39271102835780486}",25,18,-37.84042250382815,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
95,False,"{'a': 0.99, 'e': 0.3887839180742268}",30,22,1.8577264675619294,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.99, 'e': 0.38489607889348454}",30,18,-17.89020542278232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
97,False,"{'a': 0.99, 'e': 0.38104711810454966}",25,5,-47.240737294384296,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
98,False,"{'a': 0.99, 'e': 0.37723664692350417}",30,0,10.093415629151865,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.99, 'e': 0.37346428045426916}",25,7,13.771246177852493,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.99, 'e': 0.36972963764972644}",20,6,8.91049124340397,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.99, 'e': 0.3660323412732292}",25,4,-32.21444866125671,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 1}",1
102,False,"{'a': 0.99, 'e': 0.3623720178604969}",25,14,18.187989057003907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.99, 'e': 0.3587482976818919}",20,13,6.539399456136428,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.99, 'e': 0.355160814705073}",25,0,7.407008966891997,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
105,False,"{'a': 0.99, 'e': 0.35160920655802225}",25,0,-31.790692496455794,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
106,False,"{'a': 0.99, 'e': 0.348093114492442}",30,8,27.960869543229464,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.99, 'e': 0.3446121833475176}",20,2,13.042897977724033,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.99, 'e': 0.34116606151404244}",20,0,-28.539529554487103,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
109,False,"{'a': 0.99, 'e': 0.337754400898902}",30,0,-40.528838363743844,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
110,False,"{'a': 0.99, 'e': 0.334376856889913}",20,0,-41.11922477955487,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
111,False,"{'a': 0.99, 'e': 0.33103308832101386}",25,9,19.383057002525447,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.99, 'e': 0.3277227574378037}",20,7,5.213318815317769,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
113,False,"{'a': 0.99, 'e': 0.3244455298634257}",20,0,8.871931176427115,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.99, 'e': 0.3212010745647914}",20,9,13.018573198449241,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.99, 'e': 0.3179890638191435}",35,0,-25.599280377077775,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.99, 'e': 0.31480917318095203}",30,14,-39.14266960661393,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.99, 'e': 0.3116610814491425}",25,3,14.01496150367994,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.99, 'e': 0.30854447063465107}",20,2,1.2436571163043406,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
119,False,"{'a': 0.99, 'e': 0.3054590259283046}",35,18,-18.627035047803716,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.99, 'e': 0.30240443566902153}",25,11,1.668556507025211,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
121,False,"{'a': 0.99, 'e': 0.2993803913123313}",30,7,-7.9052264309363345,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.99, 'e': 0.296386587399208}",20,2,-3.7635350520971995,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.99, 'e': 0.2934227215252159}",25,5,-42.21709980048088,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
124,False,"{'a': 0.99, 'e': 0.29048849430996376}",25,15,-2.81965001581584,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.99, 'e': 0.2875836093668641}",20,10,-25.704120943546737,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
126,False,"{'a': 0.99, 'e': 0.28470777327319546}",25,0,-3.3441574086761285,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
127,False,"{'a': 0.99, 'e': 0.2818606955404635}",20,0,-34.71465468625788,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.99, 'e': 0.27904208858505886}",20,3,-28.613796997464945,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.99, 'e': 0.2762516676992083}",30,11,3.3093458284165767,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
130,False,"{'a': 0.99, 'e': 0.2734891510222162}",20,7,-31.063462515569334,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
131,False,"{'a': 0.99, 'e': 0.27075425951199406}",20,10,12.167209399560011,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.99, 'e': 0.2680467169168741}",20,0,-21.869315070323832,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
133,False,"{'a': 0.99, 'e': 0.26536624974770534}",20,2,-13.2644971369078,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.99, 'e': 0.2627125872502283}",20,0,29.246912742235036,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
135,False,"{'a': 0.99, 'e': 0.26008546137772603}",25,14,-27.861632359578525,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
136,False,"{'a': 0.99, 'e': 0.25748460676394874}",20,1,-8.493671555912112,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
137,False,"{'a': 0.99, 'e': 0.2549097606963093}",25,20,7.32279843692957,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.99, 'e': 0.2523606630893462}",30,13,25.998217677739582,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.99, 'e': 0.2498370564584527}",30,11,27.987984909427794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.99, 'e': 0.24733868589386818}",25,10,29.190237474972797,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.99, 'e': 0.24486529903492948}",30,0,37.2020775587284,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.99, 'e': 0.2424166460445802}",20,8,17.784524460700066,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.99, 'e': 0.2399924795841344}",20,13,11.23511833925812,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.99, 'e': 0.23759255478829303}",25,13,-7.589958801944985,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
145,False,"{'a': 0.99, 'e': 0.23521662924041012}",20,2,15.218335976380565,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.99, 'e': 0.232864462948006}",20,0,-9.322739093710275,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
147,False,"{'a': 0.99, 'e': 0.23053581831852593}",20,13,-12.046691009800286,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
148,False,"{'a': 0.99, 'e': 0.22823046013534068}",35,24,13.210542435790863,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.99, 'e': 0.22594815553398728}",20,0,9.190644828464785,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
150,False,"{'a': 0.99, 'e': 0.2236886739786474}",20,0,5.92978067946783,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
151,False,"{'a': 0.99, 'e': 0.22145178723886091}",20,7,-31.361480331172082,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.99, 'e': 0.2192372693664723}",30,22,15.304598859793337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.99, 'e': 0.21704489667280757}",20,9,14.608795663620073,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.99, 'e': 0.2148744477060795}",25,0,32.877713857740915,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.99, 'e': 0.2127257032290187}",20,8,20.756087569957113,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.99, 'e': 0.21059844619672852}",20,9,11.11310497164287,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.99, 'e': 0.20849246173476124}",30,17,22.648406580991846,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.99, 'e': 0.2064075371174136}",20,11,3.065012736129874,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.99, 'e': 0.2043434617462395}",20,3,-10.03557255443554,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
160,False,"{'a': 0.99, 'e': 0.2023000271287771}",20,7,-27.803505286207518,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
161,False,"{'a': 0.99, 'e': 0.2002770268574893}",30,17,14.751584371292688,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.99, 'e': 0.19827425658891443}",25,5,38.13178024930569,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.99, 'e': 0.19629151402302528}",20,4,-11.535248940447556,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
164,False,"{'a': 0.99, 'e': 0.19432859888279502}",25,10,21.1111320812376,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.99, 'e': 0.19238531289396707}",25,11,15.184482315021043,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.99, 'e': 0.1904614597650274}",25,6,7.366162211991156,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.99, 'e': 0.1885568451673771}",25,7,14.279737171291803,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.99, 'e': 0.18667127671570335}",25,13,5.77001774562516,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.99, 'e': 0.1848045639485463}",25,19,7.985546995933871,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.99, 'e': 0.18295651830906084}",20,16,5.268445254904454,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.99, 'e': 0.18112695312597024}",20,12,17.03454403545011,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.99, 'e': 0.17931568359471053}",25,7,29.83833570887165,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.99, 'e': 0.17752252675876343}",25,15,4.150517462876526,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.99, 'e': 0.1757473014911758}",20,7,3.9310299966105426,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.99, 'e': 0.173989828476264}",20,16,6.8877781695012015,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.99, 'e': 0.1722499301915014}",20,4,-6.935742492228167,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
177,False,"{'a': 0.99, 'e': 0.17052743088958636}",20,10,7.611452878926496,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.99, 'e': 0.1688221565806905}",25,10,4.388221381367171,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.99, 'e': 0.1671339350148836}",20,9,19.937671089681093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.99, 'e': 0.16546259566473476}",25,18,2.1893772535385208,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.99, 'e': 0.16380796970808742}",20,7,22.585933044707133,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.99, 'e': 0.16216989001100654}",25,14,14.463642444200728,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.99, 'e': 0.16054819111089647}",20,16,7.082470137266283,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.99, 'e': 0.1589427091997875}",30,17,22.430515383210686,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.99, 'e': 0.15735328210778962}",25,17,18.517274759993196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
